team_id,team,number,position,name,birth_date,age,caps,goals,club,source,data_version
cape-verde,Cape Verde,14,MF,Deroy Duarte,,26,33,0,Ludogorets Razgrad,wikipedia_2026_squads,wc26-20260702T012119z
cape-verde,Cape Verde,15,MF,Laros Duarte,,29,20,1,Puskás Akadémia,wikipedia_2026_squads,wc26-20260702T012119z
cape-verde,Cape Verde,16,MF,Yannick Semedo,,30,11,1,Farense,wikipedia_2026_squads,wc26-20260702T012119z
cape-verde,Cape Verde,17,MF,Willy Semedo,,32,38,3,Omonia,wikipedia_2026_squads,wc26-20260702T012119z
cape-verde,Cape Verde,18,MF,Telmo Arcanjo,,24,16,1,Vitória de Guimarães,wikipedia_2026_squads,wc26-20260702T012119z
cape-verde,Cape Verde,19,FW,Dailon Livramento,,25,22,7,Casa Pia,wikipedia_2026_squads,wc26-20260702T012119z
cape-verde,Cape Verde,20,FW,Ryan Mendes (captain),,36,96,22,Iğdır,wikipedia_2026_squads,wc26-20260702T012119z
cape-verde,Cape Verde,21,MF,Nuno da Costa,,35,9,2,İstanbul Başakşehir,wikipedia_2026_squads,wc26-20260702T012119z
cape-verde,Cape Verde,22,DF,Steven Moreira,,31,20,0,Columbus Crew,wikipedia_2026_squads,wc26-20260702T012119z
cape-verde,Cape Verde,23,GK,CJ dos Santos,,25,1,0,San Diego FC,wikipedia_2026_squads,wc26-20260702T012119z
cape-verde,Cape Verde,24,DF,Wagner Pina,,23,14,0,Trabzonspor,wikipedia_2026_squads,wc26-20260702T012119z
cape-verde,Cape Verde,25,DF,Kelvin Pires,,26,6,1,SJK,wikipedia_2026_squads,wc26-20260702T012119z
cape-verde,Cape Verde,26,MF,Hélio Varela,,24,21,0,Maccabi Tel Aviv,wikipedia_2026_squads,wc26-20260702T012119z
colombia,Colombia,1,GK,David Ospina,,37,130,0,Atlético Nacional,wikipedia_2026_squads,wc26-20260702T012119z
colombia,Colombia,2,DF,Daniel Muñoz,,30,46,3,Crystal Palace,wikipedia_2026_squads,wc26-20260702T012119z
colombia,Colombia,3,DF,Jhon Lucumí,,27,37,1,Bologna,wikipedia_2026_squads,wc26-20260702T012119z
colombia,Colombia,4,DF,Santiago Arias,,34,68,0,Independiente,wikipedia_2026_squads,wc26-20260702T012119z
colombia,Colombia,5,MF,Kevin Castaño,,25,25,0,River Plate,wikipedia_2026_squads,wc26-20260702T012119z
colombia,Colombia,6,MF,Richard Ríos,,26,32,2,Benfica,wikipedia_2026_squads,wc26-20260702T012119z
colombia,Colombia,7,FW,Luis Díaz,,29,74,22,Bayern Munich,wikipedia_2026_squads,wc26-20260702T012119z
colombia,Colombia,8,MF,Jorge Carrascal,,28,24,2,Flamengo,wikipedia_2026_squads,wc26-20260702T012119z
colombia,Colombia,9,FW,Jhon Córdoba,,33,21,6,Krasnodar,wikipedia_2026_squads,wc26-20260702T012119z
colombia,Colombia,10,MF,James Rodríguez (captain),,34,126,31,Minnesota United FC,wikipedia_2026_squads,wc26-20260702T012119z
colombia,Colombia,11,MF,Jhon Arias,,28,38,6,Palmeiras,wikipedia_2026_squads,wc26-20260702T012119z
colombia,Colombia,12,GK,Camilo Vargas,,37,42,0,Atlas,wikipedia_2026_squads,wc26-20260702T012119z
colombia,Colombia,13,DF,Yerry Mina,,31,54,8,Cagliari,wikipedia_2026_squads,wc26-20260702T012119z
colombia,Colombia,14,DF,Gustavo Puerta,,22,6,1,Racing Santander,wikipedia_2026_squads,wc26-20260702T012119z
colombia,Colombia,15,MF,Juan Portilla,,27,10,0,Athletico Paranaense,wikipedia_2026_squads,wc26-20260702T012119z
colombia,Colombia,16,MF,Jefferson Lerma,,31,65,5,Crystal Palace,wikipedia_2026_squads,wc26-20260702T012119z
colombia,Colombia,17,DF,Johan Mojica,,33,45,1,Mallorca,wikipedia_2026_squads,wc26-20260702T012119z
colombia,Colombia,18,DF,Willer Ditta,,28,5,0,Cruz Azul,wikipedia_2026_squads,wc26-20260702T012119z
colombia,Colombia,19,FW,Cucho Hernández,,27,9,2,Real Betis,wikipedia_2026_squads,wc26-20260702T012119z
colombia,Colombia,20,MF,Juan Fernando Quintero,,33,49,6,River Plate,wikipedia_2026_squads,wc26-20260702T012119z
colombia,Colombia,21,FW,Jaminton Campaz,,26,10,1,Rosario Central,wikipedia_2026_squads,wc26-20260702T012119z
colombia,Colombia,22,DF,Deiver Machado,,32,15,0,Nantes,wikipedia_2026_squads,wc26-20260702T012119z
colombia,Colombia,23,DF,Davinson Sánchez,,29,79,4,Galatasaray,wikipedia_2026_squads,wc26-20260702T012119z
colombia,Colombia,24,GK,Álvaro Montero,,31,12,0,Vélez Sarsfield,wikipedia_2026_squads,wc26-20260702T012119z
colombia,Colombia,25,FW,Luis Suárez,,28,12,5,Sporting CP,wikipedia_2026_squads,wc26-20260702T012119z
colombia,Colombia,26,FW,Andrés Gómez,,23,8,2,Vasco da Gama,wikipedia_2026_squads,wc26-20260702T012119z
croatia,Croatia,1,GK,Dominik Livaković,,31,75,0,Dinamo Zagreb,wikipedia_2026_squads,wc26-20260702T012119z
croatia,Croatia,2,DF,Josip Stanišić,,26,31,0,Bayern Munich,wikipedia_2026_squads,wc26-20260702T012119z
croatia,Croatia,3,DF,Marin Pongračić,,28,20,0,Fiorentina,wikipedia_2026_squads,wc26-20260702T012119z
croatia,Croatia,4,DF,Joško Gvardiol,,24,48,4,Manchester City,wikipedia_2026_squads,wc26-20260702T012119z
croatia,Croatia,5,DF,Duje Ćaleta-Car,,29,38,1,Real Sociedad,wikipedia_2026_squads,wc26-20260702T012119z
croatia,Croatia,6,DF,Josip Šutalo,,26,33,0,Ajax,wikipedia_2026_squads,wc26-20260702T012119z
croatia,Croatia,7,MF,Nikola Moro,,28,10,0,Bologna,wikipedia_2026_squads,wc26-20260702T012119z
croatia,Croatia,8,MF,Mateo Kovačić,,32,113,5,Manchester City,wikipedia_2026_squads,wc26-20260702T012119z
croatia,Croatia,9,FW,Andrej Kramarić,,34,116,36,TSG Hoffenheim,wikipedia_2026_squads,wc26-20260702T012119z
croatia,Croatia,10,MF,Luka Modrić (captain),,40,198,29,Milan,wikipedia_2026_squads,wc26-20260702T012119z
croatia,Croatia,11,FW,Ante Budimir,,34,38,6,Osasuna,wikipedia_2026_squads,wc26-20260702T012119z
croatia,Croatia,12,GK,Ivor Pandur,,26,0,0,Hull City,wikipedia_2026_squads,wc26-20260702T012119z
croatia,Croatia,13,MF,Nikola Vlašić,,28,63,10,Torino,wikipedia_2026_squads,wc26-20260702T012119z
croatia,Croatia,14,FW,Ivan Perišić,,37,154,38,PSV Eindhoven,wikipedia_2026_squads,wc26-20260702T012119z
croatia,Croatia,15,MF,Mario Pašalić,,31,85,12,Atalanta,wikipedia_2026_squads,wc26-20260702T012119z
croatia,Croatia,16,MF,Martin Baturina,,23,19,1,Como,wikipedia_2026_squads,wc26-20260702T012119z
croatia,Croatia,17,MF,Petar Sučić,,22,17,1,Inter Milan,wikipedia_2026_squads,wc26-20260702T012119z
croatia,Croatia,18,DF,Kristijan Jakić,,29,17,2,FC Augsburg,wikipedia_2026_squads,wc26-20260702T012119z
croatia,Croatia,19,MF,Toni Fruk,,25,7,1,Rijeka,wikipedia_2026_squads,wc26-20260702T012119z
croatia,Croatia,20,FW,Igor Matanović,,23,9,2,SC Freiburg,wikipedia_2026_squads,wc26-20260702T012119z
croatia,Croatia,21,MF,Luka Sučić,,23,21,1,Real Sociedad,wikipedia_2026_squads,wc26-20260702T012119z
croatia,Croatia,22,DF,Luka Vušković,,19,5,1,Hamburger SV,wikipedia_2026_squads,wc26-20260702T012119z
croatia,Croatia,23,GK,Dominik Kotarski,,26,4,0,Copenhagen,wikipedia_2026_squads,wc26-20260702T012119z
croatia,Croatia,24,FW,Marco Pašalić,,25,15,1,Orlando City SC,wikipedia_2026_squads,wc26-20260702T012119z
croatia,Croatia,25,DF,Martin Erlić,,28,13,1,Midtjylland,wikipedia_2026_squads,wc26-20260702T012119z
croatia,Croatia,26,FW,Petar Musa,,28,11,1,FC Dallas,wikipedia_2026_squads,wc26-20260702T012119z
cura-ao,Curaçao,1,GK,Eloy Room,,37,71,0,Miami FC,wikipedia_2026_squads,wc26-20260702T012119z
cura-ao,Curaçao,2,DF,Shurandy Sambo,,24,8,0,Sparta Rotterdam,wikipedia_2026_squads,wc26-20260702T012119z
cura-ao,Curaçao,3,DF,Juriën Gaari,,32,60,1,Abha,wikipedia_2026_squads,wc26-20260702T012119z
cura-ao,Curaçao,4,DF,Roshon van Eijma,,28,28,1,RKC Waalwijk,wikipedia_2026_squads,wc26-20260702T012119z
cura-ao,Curaçao,5,DF,Sherel Floranus,,27,28,0,PEC Zwolle,wikipedia_2026_squads,wc26-20260702T012119z
cura-ao,Curaçao,6,MF,Godfried Roemeratoe,,26,28,1,RKC Waalwijk,wikipedia_2026_squads,wc26-20260702T012119z
cura-ao,Curaçao,7,MF,Juninho Bacuna,,28,49,15,Volendam,wikipedia_2026_squads,wc26-20260702T012119z
cura-ao,Curaçao,8,MF,Livano Comenencia,,22,20,2,Zürich,wikipedia_2026_squads,wc26-20260702T012119z
cura-ao,Curaçao,9,FW,Jürgen Locadia,,32,13,1,Miami FC,wikipedia_2026_squads,wc26-20260702T012119z
cura-ao,Curaçao,10,MF,Leandro Bacuna (captain),,34,72,16,Iğdır,wikipedia_2026_squads,wc26-20260702T012119z
cura-ao,Curaçao,11,FW,Jeremy Antonisse,,24,27,4,Kifisia,wikipedia_2026_squads,wc26-20260702T012119z
cura-ao,Curaçao,12,FW,Sontje Hansen,,24,6,1,Middlesbrough,wikipedia_2026_squads,wc26-20260702T012119z
cura-ao,Curaçao,13,FW,Tyrese Noslin,,23,7,1,Telstar,wikipedia_2026_squads,wc26-20260702T012119z
cura-ao,Curaçao,14,FW,Kenji Gorré,,31,38,6,Maccabi Haifa,wikipedia_2026_squads,wc26-20260702T012119z
cura-ao,Curaçao,15,MF,Ar'jany Martha,,22,9,2,Rotherham United,wikipedia_2026_squads,wc26-20260702T012119z
cura-ao,Curaçao,16,FW,Jearl Margaritha,,26,22,5,Beveren,wikipedia_2026_squads,wc26-20260702T012119z
cura-ao,Curaçao,17,FW,Brandley Kuwas,,33,35,2,Volendam,wikipedia_2026_squads,wc26-20260702T012119z
cura-ao,Curaçao,18,DF,Armando Obispo,,27,6,0,PSV Eindhoven,wikipedia_2026_squads,wc26-20260702T012119z
cura-ao,Curaçao,19,FW,Gervane Kastaneer,,30,29,9,Terengganu,wikipedia_2026_squads,wc26-20260702T012119z
cura-ao,Curaçao,20,DF,Joshua Brenet,,32,18,2,Kayserispor,wikipedia_2026_squads,wc26-20260702T012119z
cura-ao,Curaçao,21,MF,Tahith Chong,,26,6,3,Sheffield United,wikipedia_2026_squads,wc26-20260702T012119z
cura-ao,Curaçao,22,MF,Kevin Felida,,26,19,1,Den Bosch,wikipedia_2026_squads,wc26-20260702T012119z
cura-ao,Curaçao,23,DF,Riechedly Bazoer,,29,5,0,Konyaspor,wikipedia_2026_squads,wc26-20260702T012119z
cura-ao,Curaçao,24,DF,Deveron Fonville,,23,2,0,NEC,wikipedia_2026_squads,wc26-20260702T012119z
cura-ao,Curaçao,25,GK,Tyrick Bodak,,24,4,0,Telstar,wikipedia_2026_squads,wc26-20260702T012119z
cura-ao,Curaçao,26,GK,Trevor Doornbusch,,26,8,0,VVV-Venlo,wikipedia_2026_squads,wc26-20260702T012119z
czech-republic,Czech Republic,1,GK,Matěj Kovář,,26,20,0,PSV Eindhoven,wikipedia_2026_squads,wc26-20260702T012119z
czech-republic,Czech Republic,2,DF,David Zima,,25,25,1,Slavia Prague,wikipedia_2026_squads,wc26-20260702T012119z
czech-republic,Czech Republic,3,DF,Tomáš Holeš,,33,41,2,Slavia Prague,wikipedia_2026_squads,wc26-20260702T012119z
czech-republic,Czech Republic,4,DF,Robin Hranáč,,26,14,1,TSG Hoffenheim,wikipedia_2026_squads,wc26-20260702T012119z
czech-republic,Czech Republic,5,DF,Vladimír Coufal,,33,62,2,TSG Hoffenheim,wikipedia_2026_squads,wc26-20260702T012119z
czech-republic,Czech Republic,6,DF,Štěpán Chaloupek,,23,5,0,Slavia Prague,wikipedia_2026_squads,wc26-20260702T012119z
czech-republic,Czech Republic,7,DF,Ladislav Krejčí (captain),,27,27,5,Wolverhampton Wanderers,wikipedia_2026_squads,wc26-20260702T012119z
czech-republic,Czech Republic,8,MF,Vladimír Darida,,35,79,8,Hradec Králové,wikipedia_2026_squads,wc26-20260702T012119z
czech-republic,Czech Republic,9,FW,Adam Hložek,,23,43,5,TSG Hoffenheim,wikipedia_2026_squads,wc26-20260702T012119z
czech-republic,Czech Republic,10,FW,Patrik Schick,,30,53,26,Bayer Leverkusen,wikipedia_2026_squads,wc26-20260702T012119z
czech-republic,Czech Republic,11,FW,Jan Kuchta,,29,31,3,Sparta Prague,wikipedia_2026_squads,wc26-20260702T012119z
czech-republic,Czech Republic,12,MF,Lukáš Červ,,25,17,2,Viktoria Plzeň,wikipedia_2026_squads,wc26-20260702T012119z
czech-republic,Czech Republic,13,FW,Mojmír Chytil,,27,22,6,Slavia Prague,wikipedia_2026_squads,wc26-20260702T012119z
czech-republic,Czech Republic,14,DF,David Jurásek,,25,18,1,Slavia Prague,wikipedia_2026_squads,wc26-20260702T012119z
czech-republic,Czech Republic,15,FW,Pavel Šulc,,25,21,5,Lyon,wikipedia_2026_squads,wc26-20260702T012119z
czech-republic,Czech Republic,16,GK,Jindřich Staněk,,30,14,0,Slavia Prague,wikipedia_2026_squads,wc26-20260702T012119z
czech-republic,Czech Republic,17,MF,Lukáš Provod,,29,38,3,Slavia Prague,wikipedia_2026_squads,wc26-20260702T012119z
czech-republic,Czech Republic,18,MF,Michal Sadílek,,27,35,1,Slavia Prague,wikipedia_2026_squads,wc26-20260702T012119z
czech-republic,Czech Republic,19,FW,Tomáš Chorý,,31,22,7,Slavia Prague,wikipedia_2026_squads,wc26-20260702T012119z
czech-republic,Czech Republic,20,DF,Jaroslav Zelený,,33,23,0,Sparta Prague,wikipedia_2026_squads,wc26-20260702T012119z
czech-republic,Czech Republic,21,DF,David Douděra,,28,17,2,Slavia Prague,wikipedia_2026_squads,wc26-20260702T012119z
czech-republic,Czech Republic,22,MF,Tomáš Souček,,31,90,17,West Ham United,wikipedia_2026_squads,wc26-20260702T012119z
czech-republic,Czech Republic,23,GK,Lukáš Horníček,,23,1,0,Braga,wikipedia_2026_squads,wc26-20260702T012119z
czech-republic,Czech Republic,24,MF,Alexandr Sojka,,23,2,0,Viktoria Plzeň,wikipedia_2026_squads,wc26-20260702T012119z
czech-republic,Czech Republic,25,MF,Hugo Sochůrek,,18,1,0,Sparta Prague,wikipedia_2026_squads,wc26-20260702T012119z
czech-republic,Czech Republic,26,FW,Denis Višinský,,23,2,1,Viktoria Plzeň,wikipedia_2026_squads,wc26-20260702T012119z
dr-congo,DR Congo,1,GK,Lionel Mpasi,,31,29,0,Le Havre,wikipedia_2026_squads,wc26-20260702T012119z
dr-congo,DR Congo,2,DF,Aaron Wan-Bissaka,,28,12,0,West Ham United,wikipedia_2026_squads,wc26-20260702T012119z
dr-congo,DR Congo,3,DF,Steve Kapuadi,,28,4,0,Widzew Łódź,wikipedia_2026_squads,wc26-20260702T012119z
dr-congo,DR Congo,4,DF,Axel Tuanzebe,,28,14,1,Burnley,wikipedia_2026_squads,wc26-20260702T012119z
dr-congo,DR Congo,5,DF,Dylan Batubinsika,,30,14,1,AEL,wikipedia_2026_squads,wc26-20260702T012119z
dr-congo,DR Congo,6,MF,Ngal'ayel Mukau,,21,14,0,Lille,wikipedia_2026_squads,wc26-20260702T012119z
dr-congo,DR Congo,7,MF,Nathanaël Mbuku,,24,19,2,Montpellier,wikipedia_2026_squads,wc26-20260702T012119z
dr-congo,DR Congo,8,MF,Samuel Moutoussamy,,29,58,0,Atromitos,wikipedia_2026_squads,wc26-20260702T012119z
dr-congo,DR Congo,9,FW,Brian Cipenga,,28,8,0,Castellón,wikipedia_2026_squads,wc26-20260702T012119z
dr-congo,DR Congo,10,MF,Théo Bongonda,,30,38,7,Spartak Moscow,wikipedia_2026_squads,wc26-20260702T012119z
dr-congo,DR Congo,11,FW,Gaël Kakuta,,34,31,5,AEL,wikipedia_2026_squads,wc26-20260702T012119z
dr-congo,DR Congo,12,DF,Joris Kayembe,,31,26,1,Genk,wikipedia_2026_squads,wc26-20260702T012119z
dr-congo,DR Congo,13,FW,Meschak Elia,,28,69,12,Alanyaspor,wikipedia_2026_squads,wc26-20260702T012119z
dr-congo,DR Congo,14,MF,Noah Sadiki,,21,20,0,Sunderland,wikipedia_2026_squads,wc26-20260702T012119z
dr-congo,DR Congo,15,MF,Aaron Tshibola,,31,17,1,Kilmarnock,wikipedia_2026_squads,wc26-20260702T012119z
dr-congo,DR Congo,16,GK,Timothy Fayulu,,26,3,0,Noah,wikipedia_2026_squads,wc26-20260702T012119z
dr-congo,DR Congo,17,FW,Cédric Bakambu,,35,70,21,Real Betis,wikipedia_2026_squads,wc26-20260702T012119z
dr-congo,DR Congo,18,MF,Charles Pickel,,29,34,1,Espanyol,wikipedia_2026_squads,wc26-20260702T012119z
dr-congo,DR Congo,19,FW,Fiston Mayele,,31,37,6,Pyramids,wikipedia_2026_squads,wc26-20260702T012119z
dr-congo,DR Congo,20,FW,Yoane Wissa,,29,38,9,Newcastle United,wikipedia_2026_squads,wc26-20260702T012119z
dr-congo,DR Congo,21,GK,Matthieu Epolo,,21,1,0,Standard Liège,wikipedia_2026_squads,wc26-20260702T012119z
dr-congo,DR Congo,22,DF,Chancel Mbemba (captain),,31,109,7,Lille,wikipedia_2026_squads,wc26-20260702T012119z
dr-congo,DR Congo,23,FW,Simon Banza,,29,15,2,Al Jazira,wikipedia_2026_squads,wc26-20260702T012119z
dr-congo,DR Congo,24,DF,Gédéon Kalulu,,28,28,0,Aris Limassol,wikipedia_2026_squads,wc26-20260702T012119z
dr-congo,DR Congo,25,MF,Edo Kayembe,,28,43,2,Watford,wikipedia_2026_squads,wc26-20260702T012119z
dr-congo,DR Congo,26,DF,Arthur Masuaku,,32,45,4,Lens,wikipedia_2026_squads,wc26-20260702T012119z
ecuador,Ecuador,1,GK,Hernán Galíndez,,39,35,0,Huracán,wikipedia_2026_squads,wc26-20260702T012119z
ecuador,Ecuador,2,DF,Félix Torres,,29,49,5,Internacional,wikipedia_2026_squads,wc26-20260702T012119z
ecuador,Ecuador,3,DF,Piero Hincapié,,24,52,3,Arsenal,wikipedia_2026_squads,wc26-20260702T012119z
ecuador,Ecuador,4,DF,Joel Ordóñez,,22,17,0,Club Brugge,wikipedia_2026_squads,wc26-20260702T012119z
ecuador,Ecuador,5,MF,Jordy Alcívar,,26,11,1,Independiente del Valle,wikipedia_2026_squads,wc26-20260702T012119z
ecuador,Ecuador,6,DF,Willian Pacho,,24,34,2,Paris Saint-Germain,wikipedia_2026_squads,wc26-20260702T012119z
ecuador,Ecuador,7,DF,Pervis Estupiñán,,28,54,5,Milan,wikipedia_2026_squads,wc26-20260702T012119z
ecuador,Ecuador,8,MF,Anthony Valencia,,22,3,1,Antwerp,wikipedia_2026_squads,wc26-20260702T012119z
ecuador,Ecuador,9,FW,John Yeboah,,25,23,3,Venezia,wikipedia_2026_squads,wc26-20260702T012119z
ecuador,Ecuador,10,MF,Kendry Páez,,19,26,2,River Plate,wikipedia_2026_squads,wc26-20260702T012119z
ecuador,Ecuador,11,FW,Kevin Rodríguez,,26,31,2,Union Saint-Gilloise,wikipedia_2026_squads,wc26-20260702T012119z
ecuador,Ecuador,12,GK,Moisés Ramírez,,25,7,0,Kifisia,wikipedia_2026_squads,wc26-20260702T012119z
ecuador,Ecuador,13,FW,Enner Valencia (captain),,36,105,49,Pachuca,wikipedia_2026_squads,wc26-20260702T012119z
ecuador,Ecuador,14,MF,Alan Minda,,23,20,2,Atlético Mineiro,wikipedia_2026_squads,wc26-20260702T012119z
ecuador,Ecuador,15,MF,Pedro Vite,,24,17,1,Pumas UNAM,wikipedia_2026_squads,wc26-20260702T012119z
ecuador,Ecuador,16,FW,Jordy Caicedo,,28,20,4,Huracán,wikipedia_2026_squads,wc26-20260702T012119z
ecuador,Ecuador,17,DF,Ángelo Preciado,,28,55,0,Atlético Mineiro,wikipedia_2026_squads,wc26-20260702T012119z
ecuador,Ecuador,18,MF,Denil Castillo,,22,5,0,Midtjylland,wikipedia_2026_squads,wc26-20260702T012119z
ecuador,Ecuador,19,FW,Gonzalo Plata,,25,50,8,Flamengo,wikipedia_2026_squads,wc26-20260702T012119z
ecuador,Ecuador,20,FW,Nilson Angulo,,22,14,2,Sunderland,wikipedia_2026_squads,wc26-20260702T012119z
ecuador,Ecuador,21,MF,Alan Franco,,27,58,1,Atlético Mineiro,wikipedia_2026_squads,wc26-20260702T012119z
ecuador,Ecuador,22,GK,Gonzalo Valle,,30,4,0,LDU Quito,wikipedia_2026_squads,wc26-20260702T012119z
ecuador,Ecuador,23,MF,Moisés Caicedo,,24,61,3,Chelsea,wikipedia_2026_squads,wc26-20260702T012119z
ecuador,Ecuador,24,FW,Jeremy Arévalo,,21,4,0,VfB Stuttgart,wikipedia_2026_squads,wc26-20260702T012119z
ecuador,Ecuador,25,DF,Jackson Porozo,,25,10,1,Tijuana,wikipedia_2026_squads,wc26-20260702T012119z
ecuador,Ecuador,26,DF,Yaimar Medina,,21,6,0,Genk,wikipedia_2026_squads,wc26-20260702T012119z
egypt,Egypt,1,GK,Mohamed El Shenawy,,37,76,0,Al Ahly,wikipedia_2026_squads,wc26-20260702T012119z
egypt,Egypt,2,DF,Yasser Ibrahim,,33,17,1,Al Ahly,wikipedia_2026_squads,wc26-20260702T012119z
egypt,Egypt,3,DF,Mohamed Hany,,30,42,0,Al Ahly,wikipedia_2026_squads,wc26-20260702T012119z
egypt,Egypt,4,DF,Hossam Abdelmaguid,,25,13,0,Zamalek,wikipedia_2026_squads,wc26-20260702T012119z
egypt,Egypt,5,DF,Ramy Rabia,,33,44,5,Al Ain,wikipedia_2026_squads,wc26-20260702T012119z
egypt,Egypt,6,DF,Mohamed Abdelmonem,,27,36,3,Nice,wikipedia_2026_squads,wc26-20260702T012119z
egypt,Egypt,7,FW,Trézéguet,,31,96,23,Al Ahly,wikipedia_2026_squads,wc26-20260702T012119z
egypt,Egypt,8,MF,Emam Ashour,,28,29,0,Al Ahly,wikipedia_2026_squads,wc26-20260702T012119z
egypt,Egypt,9,FW,Hamza Abdelkarim,,18,2,0,Barcelona B,wikipedia_2026_squads,wc26-20260702T012119z
egypt,Egypt,10,FW,Mohamed Salah (captain),,33,116,67,Liverpool,wikipedia_2026_squads,wc26-20260702T012119z
egypt,Egypt,11,MF,Mostafa Ziko,,29,2,2,Pyramids,wikipedia_2026_squads,wc26-20260702T012119z
egypt,Egypt,12,FW,Haissem Hassan,,24,4,0,Oviedo,wikipedia_2026_squads,wc26-20260702T012119z
egypt,Egypt,13,DF,Ahmed Fatouh,,28,39,1,Zamalek,wikipedia_2026_squads,wc26-20260702T012119z
egypt,Egypt,14,MF,Hamdy Fathy,,31,63,3,Al-Wakrah,wikipedia_2026_squads,wc26-20260702T012119z
egypt,Egypt,15,DF,Karim Hafez,,30,9,0,Pyramids,wikipedia_2026_squads,wc26-20260702T012119z
egypt,Egypt,16,GK,El Mahdy Soliman,,39,0,0,Zamalek,wikipedia_2026_squads,wc26-20260702T012119z
egypt,Egypt,17,MF,Mohanad Lasheen,,30,23,0,Pyramids,wikipedia_2026_squads,wc26-20260702T012119z
egypt,Egypt,18,MF,Nabil Emad,,30,12,0,Al-Najma,wikipedia_2026_squads,wc26-20260702T012119z
egypt,Egypt,19,MF,Marwan Attia,,27,34,1,Al Ahly,wikipedia_2026_squads,wc26-20260702T012119z
egypt,Egypt,20,FW,Ibrahim Adel,,25,24,3,Nordsjælland,wikipedia_2026_squads,wc26-20260702T012119z
egypt,Egypt,21,MF,Mahmoud Saber,,24,15,1,ZED,wikipedia_2026_squads,wc26-20260702T012119z
egypt,Egypt,22,FW,Omar Marmoush,,27,50,11,Manchester City,wikipedia_2026_squads,wc26-20260702T012119z
egypt,Egypt,23,GK,Mostafa Shobeir,,26,9,0,Al Ahly,wikipedia_2026_squads,wc26-20260702T012119z
egypt,Egypt,24,DF,Tarek Alaa,,24,3,0,ZED,wikipedia_2026_squads,wc26-20260702T012119z
egypt,Egypt,25,FW,Zizo,,30,63,5,Al Ahly,wikipedia_2026_squads,wc26-20260702T012119z
egypt,Egypt,26,GK,Mohamed Alaa,,27,0,0,El Gouna,wikipedia_2026_squads,wc26-20260702T012119z
england,England,1,GK,Jordan Pickford,,32,84,0,Everton,wikipedia_2026_squads,wc26-20260702T012119z
england,England,2,DF,Ezri Konsa,,28,20,1,Aston Villa,wikipedia_2026_squads,wc26-20260702T012119z
england,England,3,DF,Nico O'Reilly,,21,5,0,Manchester City,wikipedia_2026_squads,wc26-20260702T012119z
england,England,4,MF,Declan Rice,,27,73,7,Arsenal,wikipedia_2026_squads,wc26-20260702T012119z
england,England,5,DF,John Stones,,32,89,3,Manchester City,wikipedia_2026_squads,wc26-20260702T012119z
england,England,6,DF,Marc Guéhi,,25,29,1,Manchester City,wikipedia_2026_squads,wc26-20260702T012119z
england,England,7,FW,Bukayo Saka,,24,49,14,Arsenal,wikipedia_2026_squads,wc26-20260702T012119z
england,England,8,MF,Elliot Anderson,,23,9,0,Nottingham Forest,wikipedia_2026_squads,wc26-20260702T012119z
england,England,9,FW,Harry Kane (captain),,32,114,79,Bayern Munich,wikipedia_2026_squads,wc26-20260702T012119z
england,England,10,MF,Jude Bellingham,,22,48,6,Real Madrid,wikipedia_2026_squads,wc26-20260702T012119z
england,England,11,FW,Marcus Rashford,,28,72,18,Barcelona,wikipedia_2026_squads,wc26-20260702T012119z
england,England,12,DF,Trevoh Chalobah,,26,1,0,Chelsea,wikipedia_2026_squads,wc26-20260702T012119z
england,England,13,GK,Dean Henderson,,29,5,0,Crystal Palace,wikipedia_2026_squads,wc26-20260702T012119z
england,England,14,MF,Jordan Henderson,,35,90,3,Brentford,wikipedia_2026_squads,wc26-20260702T012119z
england,England,15,DF,Dan Burn,,34,8,0,Newcastle United,wikipedia_2026_squads,wc26-20260702T012119z
england,England,16,MF,Kobbie Mainoo,,21,14,0,Manchester United,wikipedia_2026_squads,wc26-20260702T012119z
england,England,17,MF,Morgan Rogers,,23,15,1,Aston Villa,wikipedia_2026_squads,wc26-20260702T012119z
england,England,18,FW,Anthony Gordon,,25,19,3,Newcastle United,wikipedia_2026_squads,wc26-20260702T012119z
england,England,19,FW,Ollie Watkins,,30,22,7,Aston Villa,wikipedia_2026_squads,wc26-20260702T012119z
england,England,20,FW,Noni Madueke,,24,11,1,Arsenal,wikipedia_2026_squads,wc26-20260702T012119z
england,England,21,MF,Eberechi Eze,,27,17,3,Arsenal,wikipedia_2026_squads,wc26-20260702T012119z
england,England,22,FW,Ivan Toney,,30,8,1,Al-Ahli,wikipedia_2026_squads,wc26-20260702T012119z
england,England,23,GK,James Trafford,,23,2,0,Manchester City,wikipedia_2026_squads,wc26-20260702T012119z
england,England,24,DF,Reece James,,26,24,1,Chelsea,wikipedia_2026_squads,wc26-20260702T012119z
england,England,25,DF,Djed Spence,,25,6,0,Tottenham Hotspur,wikipedia_2026_squads,wc26-20260702T012119z
england,England,26,DF,Jarell Quansah,,23,3,0,Bayer Leverkusen,wikipedia_2026_squads,wc26-20260702T012119z
france,France,1,GK,Brice Samba,,32,4,0,Rennes,wikipedia_2026_squads,wc26-20260702T012119z
france,France,2,DF,Malo Gusto,,23,11,0,Chelsea,wikipedia_2026_squads,wc26-20260702T012119z
france,France,3,DF,Lucas Digne,,32,58,0,Aston Villa,wikipedia_2026_squads,wc26-20260702T012119z
