historical_match_id,year,round,date,team1,team2,score,winner,ground,data_version
hist-1966-0192,1966,Matchday 3,1966-07-20,Soviet Union,Chile,2-1,Soviet Union,"Roker Park, Sunderland",wc26-20260621T130433z
hist-1966-0193,1966,Quarter-finals,1966-07-23,England,Argentina,1-0,England,"Wembley Stadium, London",wc26-20260621T130433z
hist-1966-0194,1966,Quarter-finals,1966-07-23,Germany,Uruguay,4-0,Germany,"Hillsborough Stadium, Sheffield",wc26-20260621T130433z
hist-1966-0195,1966,Quarter-finals,1966-07-23,Soviet Union,Hungary,2-1,Soviet Union,"Roker Park, Sunderland",wc26-20260621T130433z
hist-1966-0196,1966,Quarter-finals,1966-07-23,Portugal,North Korea,5-3,Portugal,"Goodison Park, Liverpool",wc26-20260621T130433z
hist-1966-0197,1966,Semi-finals,1966-07-25,Germany,Soviet Union,2-1,Germany,"Goodison Park, Liverpool",wc26-20260621T130433z
hist-1966-0198,1966,Semi-finals,1966-07-26,England,Portugal,2-1,England,"Wembley Stadium, London",wc26-20260621T130433z
hist-1966-0199,1966,Third-place match,1966-07-28,Portugal,Soviet Union,2-1,Portugal,"Wembley Stadium, London",wc26-20260621T130433z
hist-1966-0200,1966,Final,1966-07-30,England,Germany,4-2,England,"Wembley Stadium, London",wc26-20260621T130433z
hist-1970-0201,1970,Matchday 1,1970-05-31,Mexico,Soviet Union,0-0,draw,"Estadio Azteca, Mexico City",wc26-20260621T130433z
hist-1970-0202,1970,Matchday 1,1970-06-03,Belgium,El Salvador,3-0,Belgium,"Estadio Azteca, Mexico City",wc26-20260621T130433z
hist-1970-0203,1970,Matchday 2,1970-06-06,Soviet Union,Belgium,4-1,Soviet Union,"Estadio Azteca, Mexico City",wc26-20260621T130433z
hist-1970-0204,1970,Matchday 2,1970-06-07,Mexico,El Salvador,4-0,Mexico,"Estadio Azteca, Mexico City",wc26-20260621T130433z
hist-1970-0205,1970,Matchday 3,1970-06-10,Soviet Union,El Salvador,2-0,Soviet Union,"Estadio Azteca, Mexico City",wc26-20260621T130433z
hist-1970-0206,1970,Matchday 3,1970-06-11,Mexico,Belgium,1-0,Mexico,"Estadio Azteca, Mexico City",wc26-20260621T130433z
hist-1970-0207,1970,Matchday 1,1970-06-02,Uruguay,Israel,2-0,Uruguay,"Estadio Cuauhtémoc, Puebla",wc26-20260621T130433z
hist-1970-0208,1970,Matchday 1,1970-06-03,Italy,Sweden,1-0,Italy,"Estadio Luis Dosal, Toluca",wc26-20260621T130433z
hist-1970-0209,1970,Matchday 2,1970-06-06,Uruguay,Italy,0-0,draw,"Estadio Cuauhtémoc, Puebla",wc26-20260621T130433z
hist-1970-0210,1970,Matchday 2,1970-06-07,Sweden,Israel,1-1,draw,"Estadio Luis Dosal, Toluca",wc26-20260621T130433z
hist-1970-0211,1970,Matchday 3,1970-06-10,Uruguay,Sweden,0-1,Sweden,"Estadio Cuauhtémoc, Puebla",wc26-20260621T130433z
hist-1970-0212,1970,Matchday 3,1970-06-11,Israel,Italy,0-0,draw,"Estadio Luis Dosal, Toluca",wc26-20260621T130433z
hist-1970-0213,1970,Matchday 1,1970-06-02,Romania,England,0-1,England,"Estadio Jalisco, Guadalajara",wc26-20260621T130433z
hist-1970-0214,1970,Matchday 1,1970-06-03,Czech Republic,Brazil,1-4,Brazil,"Estadio Jalisco, Guadalajara",wc26-20260621T130433z
hist-1970-0215,1970,Matchday 2,1970-06-06,Romania,Czech Republic,2-1,Romania,"Estadio Jalisco, Guadalajara",wc26-20260621T130433z
hist-1970-0216,1970,Matchday 2,1970-06-07,England,Brazil,0-1,Brazil,"Estadio Jalisco, Guadalajara",wc26-20260621T130433z
hist-1970-0217,1970,Matchday 3,1970-06-10,Romania,Brazil,2-3,Brazil,"Estadio Jalisco, Guadalajara",wc26-20260621T130433z
hist-1970-0218,1970,Matchday 3,1970-06-11,England,Czech Republic,1-0,England,"Estadio Jalisco, Guadalajara",wc26-20260621T130433z
hist-1970-0219,1970,Matchday 1,1970-06-02,Peru,Bulgaria,3-2,Peru,"Estadio Nou Camp, León",wc26-20260621T130433z
hist-1970-0220,1970,Matchday 1,1970-06-03,Morocco,Germany,1-2,Germany,"Estadio Nou Camp, León",wc26-20260621T130433z
hist-1970-0221,1970,Matchday 2,1970-06-06,Peru,Morocco,3-0,Peru,"Estadio Nou Camp, León",wc26-20260621T130433z
hist-1970-0222,1970,Matchday 2,1970-06-07,Bulgaria,Germany,2-5,Germany,"Estadio Nou Camp, León",wc26-20260621T130433z
hist-1970-0223,1970,Matchday 3,1970-06-10,Peru,Germany,1-3,Germany,"Estadio Nou Camp, León",wc26-20260621T130433z
hist-1970-0224,1970,Matchday 3,1970-06-11,Bulgaria,Morocco,1-1,draw,"Estadio Nou Camp, León",wc26-20260621T130433z
hist-1970-0225,1970,Quarter-finals,1970-06-14,Soviet Union,Uruguay,0-1,Uruguay,"Estadio Azteca, Mexico City",wc26-20260621T130433z
hist-1970-0226,1970,Quarter-finals,1970-06-14,Italy,Mexico,4-1,Italy,"Estadio Luis Dosal, Toluca",wc26-20260621T130433z
hist-1970-0227,1970,Quarter-finals,1970-06-14,Brazil,Peru,4-2,Brazil,"Estadio Jalisco, Guadalajara",wc26-20260621T130433z
hist-1970-0228,1970,Quarter-finals,1970-06-14,Germany,England,3-2,Germany,"Estadio Nou Camp, León",wc26-20260621T130433z
hist-1970-0229,1970,Semi-finals,1970-06-17,Uruguay,Brazil,1-3,Brazil,"Estadio Jalisco, Guadalajara",wc26-20260621T130433z
hist-1970-0230,1970,Semi-finals,1970-06-17,Italy,Germany,4-3,Italy,"Estadio Azteca, Mexico City",wc26-20260621T130433z
hist-1970-0231,1970,Match for third place,1970-06-20,Uruguay,Germany,0-1,Germany,"Estadio Azteca, Mexico City",wc26-20260621T130433z
hist-1970-0232,1970,Final,1970-06-21,Brazil,Italy,4-1,Brazil,"Estadio Azteca, Mexico City",wc26-20260621T130433z
hist-1974-0233,1974,Matchday 1,1974-06-14,Germany,Chile,1-0,Germany,"Olympiastadion, West Berlin",wc26-20260621T130433z
hist-1974-0234,1974,Matchday 1,1974-06-14,East Germany,Australia,2-0,East Germany,"Volksparkstadion, Hamburg",wc26-20260621T130433z
hist-1974-0235,1974,Matchday 2,1974-06-18,Chile,East Germany,1-1,draw,"Olympiastadion, West Berlin",wc26-20260621T130433z
hist-1974-0236,1974,Matchday 2,1974-06-18,Australia,Germany,0-3,Germany,"Volksparkstadion, Hamburg",wc26-20260621T130433z
hist-1974-0237,1974,Matchday 3,1974-06-22,Australia,Chile,0-0,draw,"Olympiastadion, West Berlin",wc26-20260621T130433z
hist-1974-0238,1974,Matchday 3,1974-06-22,East Germany,Germany,1-0,East Germany,"Volksparkstadion, Hamburg",wc26-20260621T130433z
hist-1974-0239,1974,Matchday 1,1974-06-13,Brazil,Yugoslavia,0-0,draw,"Waldstadion, Frankfurt",wc26-20260621T130433z
hist-1974-0240,1974,Matchday 1,1974-06-14,Zaire,Scotland,0-2,Scotland,"Westfalenstadion, Dortmund",wc26-20260621T130433z
hist-1974-0241,1974,Matchday 2,1974-06-18,Yugoslavia,Zaire,9-0,Yugoslavia,"Parkstadion, Gelsenkirchen",wc26-20260621T130433z
hist-1974-0242,1974,Matchday 2,1974-06-18,Scotland,Brazil,0-0,draw,"Waldstadion, Frankfurt",wc26-20260621T130433z
hist-1974-0243,1974,Matchday 3,1974-06-22,Scotland,Yugoslavia,1-1,draw,"Waldstadion, Frankfurt",wc26-20260621T130433z
hist-1974-0244,1974,Matchday 3,1974-06-22,Zaire,Brazil,0-3,Brazil,"Parkstadion, Gelsenkirchen",wc26-20260621T130433z
hist-1974-0245,1974,Matchday 1,1974-06-15,Uruguay,Netherlands,0-2,Netherlands,"Niedersachsenstadion, Hanover",wc26-20260621T130433z
hist-1974-0246,1974,Matchday 1,1974-06-15,Sweden,Bulgaria,0-0,draw,"Rheinstadion, Düsseldorf",wc26-20260621T130433z
hist-1974-0247,1974,Matchday 2,1974-06-19,Netherlands,Sweden,0-0,draw,"Westfalenstadion, Dortmund",wc26-20260621T130433z
hist-1974-0248,1974,Matchday 2,1974-06-19,Uruguay,Bulgaria,1-1,draw,"Niedersachsenstadion, Hanover",wc26-20260621T130433z
hist-1974-0249,1974,Matchday 3,1974-06-23,Netherlands,Bulgaria,4-1,Netherlands,"Westfalenstadion, Dortmund",wc26-20260621T130433z
hist-1974-0250,1974,Matchday 3,1974-06-23,Sweden,Uruguay,3-0,Sweden,"Rheinstadion, Düsseldorf",wc26-20260621T130433z
hist-1974-0251,1974,Matchday 1,1974-06-15,Italy,Haiti,3-1,Italy,"Olympiastadion, München",wc26-20260621T130433z
hist-1974-0252,1974,Matchday 1,1974-06-15,Poland,Argentina,3-2,Poland,"Neckarstadion, Stuttgart",wc26-20260621T130433z
hist-1974-0253,1974,Matchday 2,1974-06-19,Haiti,Poland,0-7,Poland,"Olympiastadion, München",wc26-20260621T130433z
hist-1974-0254,1974,Matchday 2,1974-06-19,Argentina,Italy,1-1,draw,"Neckarstadion, Stuttgart",wc26-20260621T130433z
hist-1974-0255,1974,Matchday 3,1974-06-23,Argentina,Haiti,4-1,Argentina,"Olympiastadion, München",wc26-20260621T130433z
hist-1974-0256,1974,Matchday 3,1974-06-23,Poland,Italy,2-1,Poland,"Neckarstadion, Stuttgart",wc26-20260621T130433z
hist-1974-0257,1974,Matchday 4,1974-06-26,Brazil,East Germany,1-0,Brazil,"Niedersachsenstadion, Hanover",wc26-20260621T130433z
hist-1974-0258,1974,Matchday 4,1974-06-26,Netherlands,Argentina,4-0,Netherlands,"Parkstadion, Gelsenkirchen",wc26-20260621T130433z
hist-1974-0259,1974,Matchday 5,1974-06-30,East Germany,Netherlands,0-2,Netherlands,"Parkstadion, Gelsenkirchen",wc26-20260621T130433z
hist-1974-0260,1974,Matchday 5,1974-06-30,Argentina,Brazil,1-2,Brazil,"Niedersachsenstadion, Hanover",wc26-20260621T130433z
hist-1974-0261,1974,Matchday 6,1974-07-03,Argentina,East Germany,1-1,draw,"Parkstadion, Gelsenkirchen",wc26-20260621T130433z
hist-1974-0262,1974,Matchday 6,1974-07-03,Netherlands,Brazil,2-0,Netherlands,"Westfalenstadion, Dortmund",wc26-20260621T130433z
hist-1974-0263,1974,Matchday 4,1974-06-26,Yugoslavia,Germany,0-2,Germany,"Rheinstadion, Düsseldorf",wc26-20260621T130433z
hist-1974-0264,1974,Matchday 4,1974-06-26,Sweden,Poland,0-1,Poland,"Neckarstadion, Stuttgart",wc26-20260621T130433z
hist-1974-0265,1974,Matchday 5,1974-06-30,Germany,Sweden,4-2,Germany,"Rheinstadion, Düsseldorf",wc26-20260621T130433z
hist-1974-0266,1974,Matchday 5,1974-06-30,Poland,Yugoslavia,2-1,Poland,"Waldstadion, Frankfurt",wc26-20260621T130433z
hist-1974-0267,1974,Matchday 6,1974-07-03,Poland,Germany,0-1,Germany,"Waldstadion, Frankfurt",wc26-20260621T130433z
hist-1974-0268,1974,Matchday 6,1974-07-03,Sweden,Yugoslavia,2-1,Sweden,"Rheinstadion, Düsseldorf",wc26-20260621T130433z
hist-1974-0269,1974,Match for third place,1974-07-06,Brazil,Poland,0-1,Poland,"Olympiastadion, München",wc26-20260621T130433z
hist-1974-0270,1974,Final,1974-07-07,Netherlands,Germany,1-2,Germany,"Olympiastadion, München",wc26-20260621T130433z
hist-1978-0271,1978,Matchday 1,1978-06-02,Argentina,Hungary,2-1,Argentina,"Estadio Monumental, Buenos Aires",wc26-20260621T130433z
hist-1978-0272,1978,Matchday 1,1978-06-02,Italy,France,2-1,Italy,"Estadio José María Minella, Mar del Plata",wc26-20260621T130433z
hist-1978-0273,1978,Matchday 2,1978-06-06,Argentina,France,2-1,Argentina,"Estadio Monumental, Buenos Aires",wc26-20260621T130433z
hist-1978-0274,1978,Matchday 2,1978-06-06,Italy,Hungary,3-1,Italy,"Estadio José María Minella, Mar del Plata",wc26-20260621T130433z
hist-1978-0275,1978,Matchday 3,1978-06-10,Argentina,Italy,0-1,Italy,"Estadio Monumental, Buenos Aires",wc26-20260621T130433z
hist-1978-0276,1978,Matchday 3,1978-06-10,France,Hungary,3-1,France,"Estadio José María Minella, Mar del Plata",wc26-20260621T130433z
hist-1978-0277,1978,Matchday 1,1978-06-01,Germany,Poland,0-0,draw,"Estadio Monumental, Buenos Aires",wc26-20260621T130433z
hist-1978-0278,1978,Matchday 1,1978-06-02,Tunisia,Mexico,3-1,Tunisia,"Estadio Gigante de Arroyito, Rosario",wc26-20260621T130433z
hist-1978-0279,1978,Matchday 2,1978-06-06,Poland,Tunisia,1-0,Poland,"Estadio Gigante de Arroyito, Rosario",wc26-20260621T130433z
hist-1978-0280,1978,Matchday 2,1978-06-06,Germany,Mexico,6-0,Germany,"Estadio Chateau Carreras, Córdoba",wc26-20260621T130433z
hist-1978-0281,1978,Matchday 3,1978-06-10,Poland,Mexico,3-1,Poland,"Estadio Gigante de Arroyito, Rosario",wc26-20260621T130433z
hist-1978-0282,1978,Matchday 3,1978-06-10,Germany,Tunisia,0-0,draw,"Estadio Olímpico Chateau Carreras, Córdoba",wc26-20260621T130433z
hist-1978-0283,1978,Matchday 1,1978-06-03,Austria,Spain,2-1,Austria,"Estadio José Amalfitani, Buenos Aires",wc26-20260621T130433z
hist-1978-0284,1978,Matchday 1,1978-06-03,Brazil,Sweden,1-1,draw,"Estadio José Maria Minella, Mar del Plata",wc26-20260621T130433z
hist-1978-0285,1978,Matchday 2,1978-06-07,Austria,Sweden,1-0,Austria,"Estadio José Amalfitani, Buenos Aires",wc26-20260621T130433z
hist-1978-0286,1978,Matchday 2,1978-06-07,Brazil,Spain,0-0,draw,"Estadio José Maria Minella, Mar del Plata",wc26-20260621T130433z
hist-1978-0287,1978,Matchday 3,1978-06-11,Spain,Sweden,1-0,Spain,"Estadio José Amalfitani, Buenos Aires",wc26-20260621T130433z
hist-1978-0288,1978,Matchday 3,1978-06-11,Brazil,Austria,1-0,Brazil,"Estadio José Maria Minella, Mar del Plata",wc26-20260621T130433z
hist-1978-0289,1978,Matchday 1,1978-06-03,Peru,Scotland,3-1,Peru,"Estadio Chateau Carreras, Córdoba",wc26-20260621T130433z
hist-1978-0290,1978,Matchday 1,1978-06-03,Netherlands,Iran,3-0,Netherlands,"Estadio Ciudad de Mendoza, Mendoza",wc26-20260621T130433z
hist-1978-0291,1978,Matchday 2,1978-06-07,Scotland,Iran,1-1,draw,"Estadio Chateau Carreras, Córdoba",wc26-20260621T130433z
hist-1978-0292,1978,Matchday 2,1978-06-07,Netherlands,Peru,0-0,draw,"Estadio Ciudad de Mendoza, Mendoza",wc26-20260621T130433z
hist-1978-0293,1978,Matchday 3,1978-06-11,Peru,Iran,4-1,Peru,"Estadio Chateau Carreras, Córdoba",wc26-20260621T130433z
hist-1978-0294,1978,Matchday 3,1978-06-11,Scotland,Netherlands,3-2,Scotland,"Estadio Ciudad de Mendoza, Mendoza",wc26-20260621T130433z
hist-1978-0295,1978,Matchday 4,1978-06-14,Italy,Germany,0-0,draw,"Estadio Monumental, Buenos Aires",wc26-20260621T130433z
hist-1978-0296,1978,Matchday 4,1978-06-14,Austria,Netherlands,1-5,Netherlands,"Estadio Chateau Carreras, Córdoba",wc26-20260621T130433z
hist-1978-0297,1978,Matchday 5,1978-06-18,Italy,Austria,1-0,Italy,"Estadio Monumental, Buenos Aires",wc26-20260621T130433z
hist-1978-0298,1978,Matchday 5,1978-06-18,Netherlands,Germany,2-2,draw,"Estadio Chateau Carreras, Córdoba",wc26-20260621T130433z
hist-1978-0299,1978,Matchday 6,1978-06-21,Italy,Netherlands,1-2,Netherlands,"Estadio Monumental, Buenos Aires",wc26-20260621T130433z
hist-1978-0300,1978,Matchday 6,1978-06-21,Austria,Germany,3-2,Austria,"Estadio Chateau Carreras, Córdoba",wc26-20260621T130433z
hist-1978-0301,1978,Matchday 4,1978-06-14,Argentina,Poland,2-0,Argentina,"Estadio Gigante de Arroyito, Rosario",wc26-20260621T130433z
hist-1978-0302,1978,Matchday 4,1978-06-14,Peru,Brazil,0-3,Brazil,"Estadio Ciudad de Mendoza, Mendoza",wc26-20260621T130433z
hist-1978-0303,1978,Matchday 5,1978-06-18,Argentina,Brazil,0-0,draw,"Estadio Gigante de Arroyito, Rosario",wc26-20260621T130433z
hist-1978-0304,1978,Matchday 5,1978-06-18,Peru,Poland,0-1,Poland,"Estadio Ciudad de Mendoza, Mendoza",wc26-20260621T130433z
hist-1978-0305,1978,Matchday 6,1978-06-21,Argentina,Peru,6-0,Argentina,"Estadio Gigante de Arroyito, Rosario",wc26-20260621T130433z
hist-1978-0306,1978,Matchday 6,1978-06-21,Poland,Brazil,1-3,Brazil,"Estadio Ciudad de Mendoza, Mendoza",wc26-20260621T130433z
hist-1978-0307,1978,Third place match,1978-06-24,Brazil,Italy,2-1,Brazil,"Estadio Monumental, Buenos Aires",wc26-20260621T130433z
hist-1978-0308,1978,Final,1978-06-25,Netherlands,Argentina,1-3,Argentina,"Estadio Monumental, Buenos Aires",wc26-20260621T130433z
hist-1982-0309,1982,Matchday 1,1982-06-14,Italy,Poland,0-0,draw,"Balaídos, Vigo",wc26-20260621T130433z
hist-1982-0310,1982,Matchday 1,1982-06-15,Peru,Cameroon,0-0,draw,"Estadio de Riazor, A Coruña",wc26-20260621T130433z
hist-1982-0311,1982,Matchday 2,1982-06-18,Italy,Peru,1-1,draw,"Balaídos, Vigo",wc26-20260621T130433z
hist-1982-0312,1982,Matchday 2,1982-06-19,Poland,Cameroon,0-0,draw,"Estadio de Riazor, A Coruña",wc26-20260621T130433z
hist-1982-0313,1982,Matchday 3,1982-06-22,Poland,Peru,5-1,Poland,"Estadio de Riazor, A Coruña",wc26-20260621T130433z
hist-1982-0314,1982,Matchday 3,1982-06-23,Italy,Cameroon,1-1,draw,"Balaídos, Vigo",wc26-20260621T130433z
hist-1982-0315,1982,Matchday 1,1982-06-16,Germany,Algeria,1-2,Algeria,"El Molinón, Gijón",wc26-20260621T130433z
hist-1982-0316,1982,Matchday 1,1982-06-17,Chile,Austria,0-1,Austria,"Estadio Carlos Tartiere, Oviedo",wc26-20260621T130433z
hist-1982-0317,1982,Matchday 2,1982-06-20,Germany,Chile,4-1,Germany,"El Molinón, Gijón",wc26-20260621T130433z
hist-1982-0318,1982,Matchday 2,1982-06-21,Algeria,Austria,0-2,Austria,"Estadio Carlos Tartiere, Oviedo",wc26-20260621T130433z
hist-1982-0319,1982,Matchday 3,1982-06-24,Algeria,Chile,3-2,Algeria,"Estadio Carlos Tartiere, Oviedo",wc26-20260621T130433z
hist-1982-0320,1982,Matchday 3,1982-06-25,Germany,Austria,1-0,Germany,"El Molinón, Gijón",wc26-20260621T130433z
hist-1982-0321,1982,Matchday 1,1982-06-13,Argentina,Belgium,0-1,Belgium,"Camp Nou, Barcelona",wc26-20260621T130433z
hist-1982-0322,1982,Matchday 1,1982-06-15,Hungary,El Salvador,10-1,Hungary,"Nuevo Estadio, Elche",wc26-20260621T130433z
hist-1982-0323,1982,Matchday 2,1982-06-18,Argentina,Hungary,4-1,Argentina,"Estadio José Rico Pérez, Alicante",wc26-20260621T130433z
hist-1982-0324,1982,Matchday 2,1982-06-19,Belgium,El Salvador,1-0,Belgium,"Nuevo Estadio, Elche",wc26-20260621T130433z
hist-1982-0325,1982,Matchday 3,1982-06-22,Belgium,Hungary,1-1,draw,"Nuevo Estadio, Elche",wc26-20260621T130433z
hist-1982-0326,1982,Matchday 3,1982-06-23,Argentina,El Salvador,2-0,Argentina,"Estadio José Rico Pérez, Alicante",wc26-20260621T130433z
hist-1982-0327,1982,Matchday 1,1982-06-16,England,France,3-1,England,"Estadio San Mamés, Bilbao",wc26-20260621T130433z
hist-1982-0328,1982,Matchday 1,1982-06-17,Czech Republic,Kuwait,1-1,draw,"Estadio José Zorrilla, Valladolid",wc26-20260621T130433z
hist-1982-0329,1982,Matchday 2,1982-06-20,England,Czech Republic,2-0,England,"Estadio San Mamés, Bilbao",wc26-20260621T130433z
hist-1982-0330,1982,Matchday 2,1982-06-21,France,Kuwait,4-1,France,"Estadio José Zorrilla, Valladolid",wc26-20260621T130433z
hist-1982-0331,1982,Matchday 3,1982-06-24,France,Czech Republic,1-1,draw,"Estadio José Zorrilla, Valladolid",wc26-20260621T130433z
hist-1982-0332,1982,Matchday 3,1982-06-25,England,Kuwait,1-0,England,"Estadio San Mamés, Bilbao",wc26-20260621T130433z
hist-1982-0333,1982,Matchday 1,1982-06-16,Spain,Honduras,1-1,draw,"Estadio Luis Casanova, Valencia",wc26-20260621T130433z
hist-1982-0334,1982,Matchday 1,1982-06-17,Yugoslavia,Northern Ireland,0-0,draw,"La Romareda, Zaragoza",wc26-20260621T130433z
hist-1982-0335,1982,Matchday 2,1982-06-20,Spain,Yugoslavia,2-1,Spain,"Estadio Luis Casanova, Valencia",wc26-20260621T130433z
hist-1982-0336,1982,Matchday 2,1982-06-21,Honduras,Northern Ireland,1-1,draw,"La Romareda, Zaragoza",wc26-20260621T130433z
hist-1982-0337,1982,Matchday 3,1982-06-24,Honduras,Yugoslavia,0-1,Yugoslavia,"La Romareda, Zaragoza",wc26-20260621T130433z
hist-1982-0338,1982,Matchday 3,1982-06-25,Spain,Northern Ireland,0-1,Northern Ireland,"Estadio Luis Casanova, Valencia",wc26-20260621T130433z
hist-1982-0339,1982,Matchday 1,1982-06-14,Brazil,Soviet Union,2-1,Brazil,"Estadio Ramón Sánchez Pizjuán, Seville",wc26-20260621T130433z
hist-1982-0340,1982,Matchday 1,1982-06-15,Scotland,New Zealand,5-2,Scotland,"Estadio La Rosaleda, Málaga",wc26-20260621T130433z
hist-1982-0341,1982,Matchday 2,1982-06-18,Brazil,Scotland,4-1,Brazil,"Estadio Benito Villamarín, Seville",wc26-20260621T130433z
hist-1982-0342,1982,Matchday 2,1982-06-19,Soviet Union,New Zealand,3-0,Soviet Union,"Estadio La Rosaleda, Málaga",wc26-20260621T130433z
hist-1982-0343,1982,Matchday 3,1982-06-22,Soviet Union,Scotland,2-2,draw,"Estadio La Rosaleda, Málaga",wc26-20260621T130433z
hist-1982-0344,1982,Matchday 3,1982-06-23,Brazil,New Zealand,4-0,Brazil,"Estadio Benito Villamarín, Seville",wc26-20260621T130433z
hist-1982-0345,1982,Matchday 4,1982-06-28,Poland,Belgium,3-0,Poland,"Camp Nou, Barcelona",wc26-20260621T130433z
hist-1982-0346,1982,Matchday 5,1982-07-01,Belgium,Soviet Union,0-1,Soviet Union,"Camp Nou, Barcelona",wc26-20260621T130433z
hist-1982-0347,1982,Matchday 6,1982-07-04,Soviet Union,Poland,0-0,draw,"Camp Nou, Barcelona",wc26-20260621T130433z
hist-1982-0348,1982,Matchday 4,1982-06-29,Germany,England,0-0,draw,"Estadio Santiago Bernabéu, Madrid",wc26-20260621T130433z
hist-1982-0349,1982,Matchday 5,1982-07-02,Germany,Spain,2-1,Germany,"Estadio Santiago Bernabéu, Madrid",wc26-20260621T130433z
hist-1982-0350,1982,Matchday 6,1982-07-05,Spain,England,0-0,draw,"Estadio Santiago Bernabéu, Madrid",wc26-20260621T130433z
hist-1982-0351,1982,Matchday 4,1982-06-29,Italy,Argentina,2-1,Italy,"Estadio Sarriá, Barcelona",wc26-20260621T130433z
hist-1982-0352,1982,Matchday 5,1982-07-02,Argentina,Brazil,1-3,Brazil,"Estadio Sarriá, Barcelona",wc26-20260621T130433z
hist-1982-0353,1982,Matchday 6,1982-07-05,Italy,Brazil,3-2,Italy,"Estadio Sarriá, Barcelona",wc26-20260621T130433z
hist-1982-0354,1982,Matchday 4,1982-06-28,Austria,France,0-1,France,"Estadio Vicente Calderón, Madrid",wc26-20260621T130433z
hist-1982-0355,1982,Matchday 5,1982-07-01,Austria,Northern Ireland,2-2,draw,"Estadio Vicente Calderón, Madrid",wc26-20260621T130433z
hist-1982-0356,1982,Matchday 6,1982-07-04,Northern Ireland,France,1-4,France,"Estadio Vicente Calderón, Madrid",wc26-20260621T130433z
hist-1982-0357,1982,Semi-finals,1982-07-08,Poland,Italy,0-2,Italy,"Camp Nou, Barcelona",wc26-20260621T130433z
hist-1982-0358,1982,Semi-finals,1982-07-08,Germany,France,3-3,Germany,"Estadio Ramón Sánchez Pizjuán, Seville",wc26-20260621T130433z
hist-1982-0359,1982,Third place match,1982-07-10,Poland,France,3-2,Poland,"Estadio José Rico Pérez, Alicante",wc26-20260621T130433z
hist-1982-0360,1982,Final,1982-07-11,Italy,Germany,3-1,Italy,Estadio Santiago Bernabéu,wc26-20260621T130433z
hist-1986-0361,1986,Matchday 1,1986-05-31,Bulgaria,Italy,1-1,draw,"Estadio Azteca, Mexico City",wc26-20260621T130433z
hist-1986-0362,1986,Matchday 1,1986-06-02,Argentina,South Korea,3-1,Argentina,"Estadio Olímpico Universitario, Mexico City",wc26-20260621T130433z
hist-1986-0363,1986,Matchday 2,1986-06-05,Italy,Argentina,1-1,draw,"Estadio Cuauhtémoc, Puebla",wc26-20260621T130433z
hist-1986-0364,1986,Matchday 2,1986-06-05,South Korea,Bulgaria,1-1,draw,"Estadio Olímpico Universitario, Mexico City",wc26-20260621T130433z
hist-1986-0365,1986,Matchday 3,1986-06-10,South Korea,Italy,2-3,Italy,"Estadio Cuauhtémoc, Puebla",wc26-20260621T130433z
hist-1986-0366,1986,Matchday 3,1986-06-10,Argentina,Bulgaria,2-0,Argentina,"Estadio Olímpico Universitario, Mexico City",wc26-20260621T130433z
hist-1986-0367,1986,Matchday 1,1986-06-03,Belgium,Mexico,1-2,Mexico,"Estadio Azteca, Mexico City",wc26-20260621T130433z
hist-1986-0368,1986,Matchday 1,1986-06-04,Paraguay,Iraq,1-0,Paraguay,"Estadio Nemesio Díez, Toluca",wc26-20260621T130433z
hist-1986-0369,1986,Matchday 2,1986-06-07,Mexico,Paraguay,1-1,draw,"Estadio Azteca, Mexico City",wc26-20260621T130433z
hist-1986-0370,1986,Matchday 2,1986-06-08,Iraq,Belgium,1-2,Belgium,"Estadio Nemesio Díez, Toluca",wc26-20260621T130433z
hist-1986-0371,1986,Matchday 3,1986-06-11,Iraq,Mexico,0-1,Mexico,"Estadio Azteca, Mexico City",wc26-20260621T130433z
hist-1986-0372,1986,Matchday 3,1986-06-11,Paraguay,Belgium,2-2,draw,"Estadio Nemesio Díez, Toluca",wc26-20260621T130433z
hist-1986-0373,1986,Matchday 1,1986-06-01,Canada,France,0-1,France,"Estadio Nou Camp, León",wc26-20260621T130433z
hist-1986-0374,1986,Matchday 1,1986-06-02,Soviet Union,Hungary,6-0,Soviet Union,"Estadio Sergio León Chavez, Irapuato",wc26-20260621T130433z
hist-1986-0375,1986,Matchday 2,1986-06-05,France,Soviet Union,1-1,draw,"Estadio Nou Camp, León",wc26-20260621T130433z
hist-1986-0376,1986,Matchday 2,1986-06-06,Hungary,Canada,2-0,Hungary,"Estadio Sergio León Chavez, Irapuato",wc26-20260621T130433z
hist-1986-0377,1986,Matchday 3,1986-06-09,Hungary,France,0-3,France,"Estadio Nou Camp, León",wc26-20260621T130433z
hist-1986-0378,1986,Matchday 3,1986-06-09,Soviet Union,Canada,2-0,Soviet Union,"Estadio Sergio León Chavez, Irapuato",wc26-20260621T130433z
hist-1986-0379,1986,Matchday 1,1986-06-01,Spain,Brazil,0-1,Brazil,"Estadio Jalisco, Guadalajara",wc26-20260621T130433z
hist-1986-0380,1986,Matchday 1,1986-06-03,Algeria,Northern Ireland,1-1,draw,"Estadio Tres de Marzo, Guadalajara",wc26-20260621T130433z
hist-1986-0381,1986,Matchday 2,1986-06-06,Brazil,Algeria,1-0,Brazil,"Estadio Jalisco, Guadalajara",wc26-20260621T130433z
